country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Malawi,2.248335808,2.309583655,2.366977975,2.412500869,2.443048887,2.467340998,2.483986311,2.513852494,2.581030009,2.694076287,2.833026438,2.970247493,3.083656813,3.1710327,3.225856871,3.254549194,3.324317616,3.392314697,3.359632475,3.207143513,3.007186209,2.675673567,2.438632863,2.613831893,3.299518628,4.227610478,5.262705739,5.921315289,5.833408675,4.920930025,3.577474678,2.138846689,1.017707642,0.41118735,0.518566465,1.131358722,1.876926125,2.437818527,2.801973031,2.878466644,2.767462151,2.641684256,2.600602787,2.60121755,2.66367585,2.765843287,2.865467812,2.942746809,3.01321058,3.073823092,3.125694616,3.170804542
Malaysia,3.151918561,3.236507453,3.284008858,3.260816334,3.154164516,2.996786446,2.828422548,2.68619124,2.578869495,2.518778337,2.49170255,2.477132244,2.456835886,2.429509861,2.390217356,2.347672565,2.308581446,2.287898618,2.29635502,2.339593946,2.406864888,2.471647607,2.530815264,2.602243281,2.686386393,2.771824783,2.859918158,2.925773711,2.940007418,2.892471289,2.805393098,2.704723638,2.618396157,2.55596244,2.526942667,2.518633726,2.508200031,2.484043015,2.453186917,2.413253817,2.364760914,2.320566153,2.271973287,2.19819412,2.093906042,1.972519576,1.845100854,1.733366597,1.652979767,1.613653338,1.602940081,1.60022846
Maldives,2.626074875,2.712461448,2.759699972,2.739812173,2.637855027,2.498174475,2.320570529,2.191801672,2.202050257,2.386430977,2.676910277,3.008564499,3.263623725,3.370115193,3.28755937,3.096116115,2.869504142,2.715718186,2.692697458,2.837633423,3.082273706,3.33095207,3.505405335,3.603175746,3.602207036,3.533196879,3.450387667,3.369319125,3.25997078,3.119972598,2.962710424,2.80127845,2.643853511,2.492874562,2.350054705,2.218121381,2.088117375,1.965900938,1.860940465,1.777809577,1.711260652,1.653314178,1.598085637,1.546439785,1.49677426,1.450655569,1.405534532,1.366617284,1.339416036,1.326203582,1.321192405,1.319586546
Mali,1.256730807,1.254870769,1.259203684,1.275363036,1.306395655,1.349131648,1.392064199,1.4358601,1.491192699,1.559836482,1.635099014,1.715489658,1.786893008,1.833891169,1.849475949,1.844345936,1.823256522,1.808759764,1.821756108,1.872192919,1.941971497,2.037347229,2.108959986,2.097120169,1.979387638,1.803166917,1.601535675,1.458760974,1.44326508,1.59444439,1.856553931,2.150094547,2.396184626,2.575345969,2.661441902,2.685008136,2.693735781,2.72283984,2.768846723,2.840469842,2.924962916,3.004125343,3.063379922,3.102678044,3.118527699,3.116977179,3.109422987,3.100099629,3.084458236,3.063406161,3.038554389,3.010408863
Malta,4.006627035,-0.398895896,-0.415929122,-0.41766632,-0.403852677,-0.765568929,-1.135658893,-1.164751899,-1.178478406,-1.176099803,-0.543703457,0.016519369,-0.082624147,-0.082692471,-0.067527758,0.73439258,0.508856894,0.390375595,1.040919904,1.013602381,1.048602675,0.735340233,2.144977411,1.409482493,0.020873764,1.75674825,1.670898162,0.688607248,0.821039289,0.973294582,0.978313699,0.999310181,0.982779504,0.948814497,0.883653356,0.674999245,0.60663336,0.681623608,0.605779054,0.487267042,0.526605513,3.01291787,0.745506921,0.657732334,0.671628455,0.638179795,0.634624991,0.647981685,0.70645848,0.49422517,0.48290065,0.719767896
Marshall Islands,1.907442923,2.618708424,3.223238531,3.576774552,3.603059741,3.4256778,3.172157435,3.02568214,3.095128197,3.40562106,3.873644547,4.374168747,4.724927496,4.802250804,4.565860893,4.16726964,3.718413994,3.406853714,3.326300608,3.52224613,3.881004466,4.204304218,4.4134054,4.574236288,4.680919449,4.714515897,4.761287953,4.722992019,4.441874579,3.891160413,3.192880523,2.46678548,1.839827852,1.349998875,1.043695176,0.872284581,0.744165861,0.597561098,0.44969051,0.288434004,0.124730167,-0.026851816,-0.124763685,-0.142228397,-0.046171605,0.132685948,0.33190434,0.529147246,0.745967566,0.971064125,1.195166599,1.429461936
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,2.807471438,2.819048652,2.826101112,2.828803325,2.827756593,2.825135754,2.818985135,2.815221004,2.822326625,2.842862078,2.871074826,2.899149413,2.920305735,2.934556031,2.939458075,2.937400559,2.931536826,2.924186666,2.914501777,2.902918421,2.888838623,2.878611832,2.865391037,2.837340723,2.79169205,2.737669295,2.681592231,2.638956336,2.622216373,2.637388514,2.673699707,2.71435081,2.748290717,2.777461135,2.79878968,2.814029973,2.822931389,2.830850292,2.842963519,2.861114955,2.879086886,2.894940477,2.8971541,2.874719984,2.823161606,2.752206181,2.678068904,2.608308422,2.538026183,2.469102864,2.402869986,2.335868082
Mauritius,2.860416736,3.194910259,2.837337617,2.60892401,2.407963948,2.231785157,2.078227904,1.945538543,1.832286466,1.737298118,1.659603541,1.589050788,1.516321534,1.4871971,1.517350518,1.577215966,1.613284022,1.62727051,1.620864778,1.58744389,1.520906963,1.350369935,1.179832907,1.009295879,0.83875885,0.668221822,0.850701957,0.785446141,0.779387683,0.773329225,0.935058024,1.079463625,1.315743114,1.185540614,1.400064494,0.859933461,1.022764541,1.25209761,1.051421625,1.271248552,0.982676166,1.090026772,0.855994475,1.036997678,0.861092603,0.796809887,0.756829368,0.613188578,0.645482927,0.508493597,0.461041617,0.399459038
Mayotte,4.780956011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,3.294346589,3.240360611,3.180950242,3.117917963,3.053644224,2.992641918,2.9225375,2.862045957,2.842493797,2.872736117,2.930752712,2.988739873,3.021259117,3.022818039,2.985535146,2.918891321,2.855917829,2.791109704,2.69105419,2.550523083,2.389385139,2.217247812,2.069470052,1.978616656,1.960837698,1.991280157,2.034885716,2.059488619,2.059466197,2.024016936,1.964625628,1.900066785,1.844451821,1.796286511,1.759354506,1.728708042,1.703812174,1.672489443,1.621903583,1.546461715,1.457052104,1.36119631,1.279274516,1.228287091,1.218120014,1.235763345,1.261222583,1.276640812,1.279451944,1.263115394,1.232784255,1.200887
"Micronesia, Fed. Sts.",3.231092428,3.134304527,3.066482677,3.091937383,3.237193111,3.41748845,3.689054573,3.842276449,3.628203579,2.974015033,2.080718502,1.091190726,0.308676954,-0.014447967,0.298167932,1.065152527,1.944762764,2.640989119,3.143428635,3.357117866,3.367377836,3.361094724,3.377431712,3.300554768,3.130231955,2.901087927,2.612570265,2.345222577,2.200256821,2.218791498,2.32544193,2.49156777,2.564332791,2.404866888,1.951351247,1.321725068,0.623790585,0.039842299,-0.317325088,-0.342577671,-0.125035007,0.174446038,0.407408315,0.552643582,0.553278496,0.451579691,0.337579241,0.275603796,0.249479624,0.279583793,0.349959769,0.429458986
Moldova,2.51363268,2.380366074,2.237534605,2.093028732,1.953136327,1.820276107,1.678800054,1.544250949,1.449919749,1.407194253,1.398183384,1.409493606,1.407106462,1.3644249,1.265895231,1.133701542,0.986367598,0.865665748,0.802750763,0.817896734,0.885253908,0.96228827,1.013354528,1.035377081,1.015042096,0.959728016,0.89646876,0.827145731,0.727315643,0.592212874,0.429753798,0.258422204,0.083868751,-0.103892505,-0.304621864,-0.512908819,-0.200222133,-0.220896907,-0.188282303,-0.158142002,-0.20341492,-0.223571716,-0.231607464,-0.281650308,-0.247616696,-0.243141083,-0.269110341,-0.240589056,-0.190205445,-0.126238331,-0.099359336,-0.085998414
Monaco,1.309645384,0.935300671,0.597949127,0.377451102,0.358367821,0.4670435,0.600418151,0.69668487,0.81245045,0.916848032,1.022560197,1.170880196,1.301572779,1.32143392,1.199844721,1.00290522,0.744646369,0.554868315,0.528387303,0.719581471,1.06400387,1.450431808,1.764454175,1.945307625,1.965337404,1.871395505,1.747512725,1.656543507,1.576211826,1.512347437,1.463925855,1.394937928,1.315912766,1.280162712,1.297756441,1.341728977,1.416586344,1.449794884,1.373929064,1.143133515,0.817544502,0.46013658,0.150080024,-0.05094532,-0.116139097,-0.06237419,0.019850554,0.079362834,0.116096345,0.115961717,0.084764924,0.056470058
Mongolia,2.552884324,2.759561897,2.932522968,3.032899468,3.043705837,2.995901321,2.927925817,2.877300403,2.853631597,2.868324598,2.904675071,2.943451243,2.960771192,2.94785712,2.897374234,2.824351267,2.748145924,2.685051803,2.637239487,2.6098514,2.597464709,2.558187104,2.513855987,2.522577377,2.596775217,2.695823297,2.824122748,2.887195635,2.778272811,2.459055158,2.013380297,1.535030419,1.134006297,0.856719124,0.751559703,0.773145483,0.830750756,0.86701705,0.903006298,0.923813232,0.93775341,0.955292204,0.9947423,1.064890333,1.171497979,1.299042074,1.434464004,1.549990598,1.623812626,1.642866752,1.622009129,1.587941464
Montenegro,1.75245314,1.846461071,1.883197502,1.788180501,1.528765764,1.171554539,0.763099066,0.424930372,0.259074567,0.333082131,0.576333699,0.861282498,1.081827342,1.230615356,1.271174464,1.22698902,1.20095846,1.183505051,1.068179832,0.832548852,0.527890322,0.168587599,-0.129884449,-0.2383576,-0.080217235,0.267372401,0.661698287,0.982531006,1.2211109,1.333479339,1.342543974,1.358629662,1.365675801,1.241087735,0.958227578,0.574539942,0.138890206,-0.246841934,-0.503027175,-0.567845554,-0.486165454,-0.365348552,-0.270873067,-0.174190829,-0.09374911,-0.027599388,0.053436997,0.141509909,0.194567602,0.19847262,0.167204905,0.122017723
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,2.760752282,2.729390359,2.70317748,2.699449519,2.725710522,2.767070291,2.814985003,2.842272167,2.826674781,2.758457266,2.659012594,2.555131117,2.472431305,2.417260927,2.398328075,2.405779083,2.407255848,2.405279546,2.430181107,2.486206492,2.555596719,2.629264075,2.675890364,2.667519556,2.591558924,2.470307648,2.339024574,2.219666776,2.106930815,2.006983962,1.916961541,1.826738609,1.73559148,1.652827927,1.580185493,1.515401613,1.456422107,1.399139063,1.340862809,1.279863819,1.218870162,1.160074637,1.108613685,1.068440802,1.042024939,1.026293999,1.013555596,1.001786229,0.995486482,0.994579373,0.996731804,1.001378782
Mozambique,1.940469662,1.983340022,2.022876946,2.057622084,2.086875944,2.112411993,2.140307148,2.169293764,2.192956189,2.210338646,2.226026822,2.219669088,2.218856006,2.271012658,2.38991574,2.539683755,2.681270223,2.766041313,2.771687609,2.681498821,2.518958259,2.40903394,2.300895606,2.034971764,1.575286541,1.022936624,0.37004642,-0.143613333,-0.21709717,0.313562457,1.255168905,2.337161759,3.198680228,3.677975785,3.66675714,3.34443187,2.964638601,2.701821714,2.53621646,2.514845501,2.586161614,2.660915117,2.684458423,2.677314141,2.628690452,2.553884507,2.477192994,2.414718243,2.363155138,2.326679283,2.301356597,2.277941324
Myanmar,2.127728352,2.122878436,2.121452983,2.131435437,2.156950405,2.192913743,2.22311102,2.248371415,2.283334063,2.329929928,2.379398986,2.429488335,2.462778533,2.461287857,2.417559061,2.345437594,2.264768013,2.191245138,2.125729202,2.073336426,2.029952082,1.98579318,1.937726244,1.891431977,1.847022676,1.803602883,1.763316094,1.722400723,1.674723206,1.6181854,1.557040626,1.485239366,1.41805092,1.37790599,1.373187221,1.387449031,1.420427105,1.431696825,1.375285283,1.230464008,1.030642101,0.81133954,0.627691432,0.512577166,0.49301227,0.543155726,0.611487721,0.664126338,0.710426069,0.740230578,0.756850416,0.776227933
Namibia,2.370437822,2.416523836,2.460398267,2.499099878,2.531248939,2.560658423,2.569144487,2.580379117,2.633997045,2.740882808,2.870298969,3.019609793,3.121199192,3.103856988,2.943051168,2.698928581,2.461687935,2.288361624,2.169390468,2.122518508,2.142303615,2.130720523,2.149382542,2.351164381,2.771547772,3.302436432,3.862814917,4.277692949,4.424023389,4.256632449,3.900276019,3.498305189,3.178734414,2.965846993,2.897809282,2.917800502,2.960726974,2.948331442,2.853348675,2.652598464,2.391708274,2.116857805,1.893193469,1.75475087,1.727572847,1.775910122,1.843617364,1.885723128,1.901141948,1.875395426,1.821383295,1.76746128
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,1.768669278,1.803117899,1.841933769,1.886876277,1.938373527,1.993540145,2.048826574,2.100781823,2.148026342,2.189073046,2.224507839,2.257419618,2.287281337,2.310708559,2.327050635,2.337918483,2.346246702,2.353318471,2.358225052,2.361367256,2.363309424,2.365415482,2.36750084,2.368416281,2.368155969,2.367942482,2.365527949,2.365504165,2.374907137,2.395983169,2.423531736,2.449213325,2.468172346,2.481745222,2.488480473,2.488333577,2.482995284,2.471726498,2.451904382,2.422892253,2.385690479,2.347490251,2.304641898,2.247245162,2.17310759,2.089231102,2.00211312,1.922126414,1.855945244,1.808078626,1.7734168,1.741900571
Netherlands,1.952179064,1.315294588,1.424475067,1.348491965,1.337781332,1.372661105,1.305170731,1.133144073,1.038546961,1.157969109,1.238932661,1.189133543,1.01117285,0.827331016,0.78367225,0.891389955,0.784993389,0.594626001,0.615264577,0.690282252,0.791331808,0.686046798,0.458559864,0.379222596,0.39693319,0.46632652,0.554957726,0.634526879,0.646096228,0.599907213,0.688603823,0.788031035,0.756056593,0.69699133,0.602938474,0.493927373,0.461395748,0.514767002,0.616640531,0.665493187,0.714770363,0.754840058,0.638291666,0.471814399,0.347475412,0.233663148,0.160613669,0.217521601,0.389292461,0.514284545,0.512923101,0.483955474
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,4.523956445,4.523956159,3.35014179,2.669041308,2.359619414,2.331312826,2.50742985,2.81779421,3.196767224,3.584275543,3.927997169,5.063677944,4.751111487,4.265697339,3.682668469,3.058633556,2.379875858,1.630068673,1.125098707,0.999502257,1.115004252,0.696866888,0.346620776,0.620905716,3.52449841,1.570436898,0.651468061,1.770492994,1.870521042,2.772245019,2.287878094,2.450093401,2.612308708,2.774524015,2.936739322,3.098954629,2.051353854,2.328885239,1.65173955,2.034767242,1.901374378,1.901793221,1.898811419,1.898430317,1.901317249,1.862427638,1.719819402,1.63918664,0.65174938,0.651601174,0.57655769,0.806455984
New Zealand,2.101566458,1.999440499,2.542112124,1.986582544,2.094972265,1.649506117,1.791047632,1.785232597,0.877166547,0.894787618,1.357592266,1.493750959,1.768358888,1.95737,2.085288594,1.945433727,0.884790066,0.311361736,0.032044093,-0.391641218,0.125363651,0.384751509,0.993480548,1.359494772,0.865186525,0.617838918,-0.024640404,0.861875993,0.274482468,0.480054396,0.923222729,,1.041735384,1.140231107,1.329237335,1.464363787,1.582661927,1.312358286,0.887279889,0.525484536,0.587564086,0.589286035,1.737174864,1.973558544,1.486219082,1.12877351,1.21898486,1.03889011,0.955616179,1.092652431,1.197674273,0.852621146
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,3.177258881,3.101886967,3.034501368,2.991471507,2.980712589,2.991769,3.003881298,3.009892677,3.019292296,3.03143769,3.043951904,3.051830105,3.055362255,3.057762656,3.059103501,3.05616051,3.048457148,3.029829241,2.99346024,2.937020809,2.865738611,2.800983601,2.736276497,2.647594293,2.530849348,2.402553808,2.257543549,2.136559571,2.089987881,2.137201943,2.240205895,2.359325706,2.43705929,2.443022552,2.356124794,2.207431696,2.051766901,1.917517524,1.788890621,1.672537448,1.568776627,1.466050814,1.371289593,1.304682241,1.272831896,1.267582732,1.267499442,1.26845966,1.284445134,1.315976508,1.355566702,1.401564302
Niger,2.811808658,2.870437286,2.92414317,2.963082899,2.982215322,2.987269523,2.989624844,2.99347537,2.993629207,2.990544786,2.98509882,2.97524473,2.9643162,2.957809166,2.957341236,2.959171213,2.965698747,2.966518125,2.948713082,2.908231719,2.856020545,2.80806701,2.774864419,2.755192674,2.752241362,2.764548468,2.778969253,2.802225634,2.852850609,2.934497586,3.034485383,3.136436918,3.226573096,3.302435793,3.359468867,3.401330617,3.44084663,3.476310251,3.495223895,3.496125892,3.486061854,3.470464074,3.459478855,3.460144388,3.475868744,3.500157557,3.525379154,3.54359154,3.552640682,3.550405628,3.541193275,3.528068865
Nigeria,2.089987371,2.12541992,2.157312929,2.180988133,2.194652435,2.203501282,2.214308373,2.233232185,2.261788128,2.302235091,2.352838907,2.391335115,2.431823991,2.508167371,2.62790731,2.76630156,2.914451836,3.024810368,3.052247194,2.979255732,2.844447374,2.691394463,2.569001028,2.495370726,2.487351036,2.521519174,2.563632025,2.585523255,2.586102329,2.557501921,2.510502722,2.464538291,2.4292317,2.398446521,2.374175279,2.356381278,2.339039383,2.326177683,2.327761057,2.346353894,2.375939495,2.40927565,2.438539415,2.460873981,2.473413543,2.479214349,2.48322599,2.48904153,2.496123048,2.505321514,2.515293021,2.522808587
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,3.527221289,2.645916235,1.925254619,1.581209415,1.777001873,2.321257546,2.932295226,3.363459406,3.603695733,3.572377957,3.365868966,3.388135404,3.482366264,3.221484266,2.521852199,1.681602022,0.549955557,-0.150282625,0.632274048,3.297844868,6.933649826,10.34464372,12.35376884,12.77884939,11.83496752,10.33447437,8.926650342,7.913797586,7.159628632,6.700494889,6.407016155,6.074634686,5.676122933,5.325170382,5.030355992,4.744190714,4.514319044,4.218977887,3.709457069,2.930330004,2.002915517,1.092907053,0.301637586,-0.415891082,-1.019578461,-1.506822338,-2.061743208,-2.542425308,-2.584830976,-1.987503013,-0.908577212,0.420998075
Norway,0.839368835,0.794353923,0.803401557,0.756123516,0.755402814,0.777327077,0.798379882,0.836536532,0.840602106,0.814728249,0.726516019,0.701293381,0.764803002,0.69950483,0.620349415,0.551888897,0.46901392,0.42266132,0.381788583,0.34056557,0.321225576,0.344079656,0.36727828,0.331060292,0.282202673,0.2994715,0.356688644,0.468049547,0.537922759,0.412807535,0.344151413,0.476503585,0.577180268,0.59522933,0.569388228,0.51912552,0.506881683,0.542219936,0.595410343,0.684759433,0.649044821,0.506046911,0.539290805,0.586532692,0.59093094,0.681072964,0.805392739,1.034734515,1.246333015,1.261127289,1.24566618,1.275220883
Oman,2.246788229,2.320698649,2.39767401,2.468647773,2.531154789,2.596730648,2.679644713,2.792754231,2.939897935,3.124781075,3.340670225,3.538784426,3.746825153,4.031106481,4.399717712,4.794947148,5.141468488,5.395028369,5.564824027,5.644250705,5.645790787,5.638309695,5.585101114,5.403639808,5.087866598,4.706064332,4.2556148,3.865244373,3.673107011,3.722322371,3.887823371,4.141351518,4.240259041,3.958319046,3.222845319,2.238057713,1.189659943,0.34204054,-0.15454459,-0.157926181,0.21067481,0.660662614,1.034612774,1.426803006,1.797514534,2.128850744,2.484208454,2.793914744,2.915705327,2.81104837,2.558808373,2.263900346
Pakistan,2.339101101,2.395394123,2.446559012,2.490851259,2.527797079,2.559901967,2.593580527,2.628823878,2.660704787,2.688917243,2.717161974,2.74249424,2.775184113,2.829071684,2.908456062,3.002444384,3.090656476,3.16627002,3.237820048,3.303848459,3.360148197,3.404401952,3.431204631,3.435893513,3.416609179,3.376889972,3.337985036,3.289350206,3.2032277,3.074716564,2.92422768,2.756099779,2.609982226,2.526581223,2.522573209,2.56499118,2.627662186,2.655805541,2.611495538,2.474670858,2.282334206,2.078761495,1.912587339,1.800528809,1.760674183,1.771332821,1.791572073,1.799215129,1.805877137,1.806369458,1.801342709,1.799439016
Palau,2.884106859,2.692214392,2.483794335,2.250350672,2.02161934,1.768467142,1.500465395,1.234919898,1.121741919,1.144593482,1.279821115,1.512757378,1.67599312,1.606863597,1.23763956,0.694589105,0.032567986,-0.481456722,-0.607156443,-0.197709925,0.575564819,1.513454437,2.267562227,2.710235195,2.698564419,2.416165414,2.052095131,1.807342154,1.726942159,1.894268013,2.190969018,2.500130221,2.697437578,2.798036066,2.769491313,2.642704735,2.518159841,2.390107074,2.183254495,1.893205912,1.555960743,1.192527224,0.877491198,0.636604223,0.531633363,0.518775245,0.526092854,0.533281435,0.545284651,0.581654915,0.617376649,0.666977473
Panama,2.908938006,2.911013265,2.910469739,2.913702203,2.923445408,2.934651184,2.943237744,2.941004825,2.922640806,2.885373501,2.8355173,2.780455994,2.727425904,2.67862832,2.636329136,2.597569977,2.560707992,2.520386992,2.472063179,2.414205898,2.351200372,2.289580159,2.234414678,2.186774805,2.148411943,2.117906828,2.088943399,2.063144601,2.047788601,2.044387339,2.048762621,2.054841146,2.057808245,2.056911993,2.050345534,2.038740163,2.026122796,2.011720432,1.990935496,1.962830337,1.929441547,1.893548374,1.857674195,1.822321381,1.788512072,1.755479804,1.722461895,1.688161662,1.652033381,1.613630517,1.573931204,1.534030129
Papua New Guinea,1.654984146,1.7181831,1.788611974,1.870465035,1.965359422,2.069542848,2.165602994,2.258714031,2.368136564,2.497287925,2.631397321,2.767088393,2.875196406,2.925890433,2.907914419,2.845672413,2.766340939,2.701811517,2.66469637,2.666129605,2.690266622,2.721104814,2.734635079,2.719002742,2.666561492,2.593029991,2.516617146,2.457888068,2.424480604,2.423398709,2.445099108,2.467892044,2.486191196,2.512208931,2.545561783,2.581025406,2.617812581,2.645812025,2.653850954,2.637384077,2.604140007,2.565190513,2.529268348,2.496567108,2.469770243,2.446273343,2.422723425,2.395309984,2.363249511,2.325575473,2.28455977,2.24291315
Paraguay,2.623055368,2.634945116,2.645267719,2.654623294,2.662975251,2.668274062,2.679571883,2.684621309,2.662446514,2.607401924,2.535098425,2.461059146,2.407352993,2.385718541,2.404543175,2.452483484,2.499605487,2.543245277,2.605439712,2.687716945,2.777348464,2.866676462,2.935758644,2.968245273,2.9564431,2.913216218,2.861176601,2.81073902,2.754695828,2.695286065,2.633638861,2.569774951,2.504895903,2.441320547,2.380106999,2.321560994,2.263584719,2.207795476,2.158151364,2.115710191,2.078592365,2.044663199,2.010989272,1.975872572,1.938226483,1.899643008,1.860916414,1.825561678,1.796828254,1.77619703,1.760785197,1.746852604
Peru,2.799968644,2.849312981,2.887179222,2.903001669,2.892334739,2.864549671,2.830145888,2.801356688,2.783033861,2.779254159,2.783962744,2.785774615,2.779981123,2.770999539,2.758039379,2.740370842,2.722281945,2.699020997,2.661691633,2.607929573,2.543886194,2.474984894,2.410479383,2.356306875,2.316067643,2.28433372,2.25455455,2.219104239,2.175264221,2.120436997,2.058515982,1.992998609,1.930476149,1.87519041,1.829710196,1.789693812,1.753557935,1.711893833,1.655551532,1.580171601,1.49323591,1.406764868,1.329292223,1.260270001,1.202749995,1.155966758,1.110041652,1.069715058,1.049852714,1.054812894,1.076569835,1.105774934
Philippines,3.345124124,3.337438938,3.319280697,3.278270298,3.209770083,3.126133988,3.040677549,2.968853562,2.916866099,2.889802217,2.879916328,2.874130224,2.865330542,2.856774847,2.846836227,2.836165159,2.824850505,2.814933705,2.808074888,2.804777826,2.802548347,2.797476628,2.787581025,2.773675186,2.755153408,2.73166492,2.708919281,2.681578713,2.639074579,2.578745271,2.50817203,2.433622617,2.36674084,2.315494603,2.284554243,2.26696433,2.250175523,2.227827951,2.203585289,2.175951693,2.144653783,2.117411808,2.087896937,2.042213145,1.976484001,1.899631491,1.818448618,1.748199,1.700587834,1.68244866,1.684377253,1.69182503
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,3.336060721,1.095789675,1.143154014,1.322525647,1.382204638,0.976289384,0.747873419,0.961728386,0.956732069,0.782340329,0.355759845,0.364260164,0.826716475,0.908113633,0.95978577,0.993595532,0.997795383,0.963866723,0.794064583,0.802185476,0.923267472,0.907868488,0.920284572,0.937688926,0.904590692,0.803585475,0.681065577,0.564203449,0.414457483,0.361655505,0.392398205,0.354679168,0.306681391,0.254450914,0.211012329,0.135721034,0.076074182,0.065455369,0.035753301,-0.008302753,-0.535608109,-0.536314414,-0.046318937,-0.067492702,-0.058512735,-0.043948953,-0.063370574,-0.054305021,0.01363738,0.067763227,0.084050257,0.084599833
Portugal,0.04881682,0.805085264,0.721622436,0.403565949,0.055464162,-0.407786764,-0.754120303,-0.634300161,-0.427640384,-0.897396123,-0.886270251,-0.423397124,-0.154288053,0.03093226,1.394878048,3.80041404,2.844096717,1.061754967,1.078956555,1.071993612,1.081432067,0.867080703,0.611332101,0.463965044,0.38455308,0.273538752,0.090953758,-0.026945439,-0.103951995,-0.145920471,-0.21794848,-0.153776043,0.020814702,0.126680605,0.215043388,0.262497906,0.2736429,0.330131139,0.377539776,0.420260682,0.528362519,0.654649641,0.729905306,0.698453805,0.581531211,0.450840266,0.33046669,0.226408471,0.132618993,0.094745241,0.045736149,-0.003252744
Puerto Rico,0.937671659,1.75389274,2.086654931,2.188164984,1.958550877,1.551464244,1.187798083,0.784663411,0.617605929,0.826249103,1.253206163,1.612767142,1.973937217,2.160517561,2.080264572,1.843909924,1.651432002,1.462231532,1.310101539,1.228031106,1.189580209,1.133661919,1.070586057,1.022528017,0.993281463,0.976310939,0.959363163,0.942762708,0.926818938,0.90986467,0.890307167,0.707415569,0.645450037,0.842176258,0.928877577,0.923749876,1.121862669,0.929312007,0.57478869,0.500714523,0.276558689,0.214145951,0.128937306,0.062589906,0.020462636,-0.144242361,-0.423467205,-0.585620757,-0.586677392,-0.545401894,-0.493998368,-0.41159523
Qatar,7.070096942,8.169302256,8.961271789,9.245436854,9.02011637,8.554318982,8.03784588,7.702979131,7.638277922,7.864940804,8.19379352,8.662538971,8.910784408,8.609654707,7.759405138,6.747627189,5.563458048,4.822267178,5.14394178,6.657484709,8.623794337,10.34271877,11.14783307,10.96023798,9.87704175,8.39740479,7.115101304,6.114254155,5.076322711,3.995958968,2.950503798,1.924278106,1.086991848,0.656580801,0.751311633,1.253407037,2.180215831,3.143719996,3.719939125,3.762316912,3.633499208,2.852537085,2.615894596,4.591495953,9.014418459,13.80193393,17.53471124,18.58831697,16.96729233,13.49517943,9.602200062,6.133257743
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,0.830832465,0.802690192,0.651595836,0.647377536,0.643086646,0.592612643,0.961514846,1.645428266,1.350447671,1.051581683,1.198522854,1.037389838,0.955222601,0.856637766,0.925588793,1.248292206,1.204587762,0.944235679,0.893984021,0.63132743,0.68646432,0.772616534,0.44611138,0.325473455,0.296830368,0.43815972,0.45530142,0.393641899,0.470502242,0.449148207,0.174176628,-0.868693831,-0.903462928,-0.136109142,-0.145379065,-0.202318796,-0.288129486,-0.287897952,-0.206980242,-0.156978616,-0.12944004,-1.395429986,-1.496967793,-0.28070199,-0.263076706,-0.233240465,-0.216116691,-0.189143147,-0.154438571,-0.154537791,-0.197584308,-0.224157182
Russia,1.46984497,1.110883062,1.110883062,1.110883062,1.110883062,1.110883062,0.569202598,0.569202598,0.569202598,0.569202598,0.569202598,0.573878013,0.573878013,0.573878013,0.573878013,0.573878013,0.702952341,0.702952341,0.702952341,0.702952341,0.70965548,0.667503222,0.628287744,0.598250932,0.757352968,0.776688028,0.717573866,0.69738455,0.648303809,0.586603533,0.385794346,0.223632366,0.043724964,-0.113724698,-0.123965844,-0.131544793,-0.27173195,-0.294872487,-0.275320276,-0.402445224,-0.004100994,-0.241859173,-0.44627828,-0.483095546,-0.519935361,-0.487509848,-0.455103184,-0.281096461,-0.105615218,-0.028182907,0.007046471,0.007045975
